customer_id,first_name,last_name,date_of_birth,email,street_address,city,state,postal_code,signup_date,segment,kyc_status
c00380,Melanie,Johnson,1966-10-15,melanie.johnson380@example.com,242 Conrad Wells,Miami,FL,68818,2021-11-04,Mass,Pending
c00381,Jennifer,Galvan,1988-04-08,jennifer.galvan381@example.com,15862 Wilson Cape Apt. 745,Newark,NJ,26161,2018-05-08,Mass Affluent,Approved
c00382,Kevin,Combs,1954-05-05,kevin.combs382@example.com,4948 Graham Expressway Suite 728,San Francisco,CA,50385,2018-09-17,Mass,Approved
c00383,Kyle,Santos,1991-07-04,kyle.santos383@example.com,32032 Thomas Estates Suite 617,San Francisco,CA,92609,2017-04-26,Mass,Pending
c00384,Ricky,Moody,1995-05-05,ricky.moody384@example.com,5877 Rodriguez Stravenue,Charlotte,NC,45362,2017-09-13,Mass,Approved
c00385,Richard,Taylor,1944-08-07,richard.taylor385@example.com,51342 Karen View,Boston,MA,26527,2018-08-15,Mass,Approved
c00386,Kenneth,Mitchell,1947-04-08,kenneth.mitchell386@example.com,939 Alicia Ports Apt. 613,New York,NY,88757,2023-01-11,Mass Affluent,Approved
c00387,David,Gallegos,1999-08-23,david.gallegos387@example.com,150 Maldonado Springs Apt. 659,Philadelphia,PA,95767,2018-10-24,Affluent,Approved
c00388,Robert,Horton,1953-01-22,robert.horton388@example.com,2017 Gibson Grove,San Francisco,CA,97803,2019-02-11,Mass,Pending
c00389,Shelby,Taylor,1962-07-07,shelby.taylor389@example.com,0975 Jason Causeway,Portland,OR,96013,2022-09-08,Mass Affluent,Approved
c00390,Erica,Thornton,1971-06-18,erica.thornton390@example.com,0189 Davis Glens Apt. 361,Newark,NJ,88557,2019-08-01,Mass,Approved
c00391,Raven,West,1958-03-10,raven.west391@example.com,26642 Kenneth Unions,Houston,TX,50904,2022-12-24,Mass,Approved
c00392,Christina,Smith,1999-01-03,christina.smith392@example.com,492 Wade Village Suite 837,Philadelphia,PA,27307,2020-10-26,Mass Affluent,Approved
c00393,Kevin,Miller,1976-03-25,kevin.miller393@example.com,7499 Davis Manors Suite 926,Charlotte,NC,65544,2018-08-19,Mass,Pending
c00394,Amy,Scott,1983-10-22,amy.scott394@example.com,08573 Sarah Pine Apt. 476,Minneapolis,MN,29871,2023-06-30,Mass,Approved
c00395,Aaron,Conley,1980-12-09,aaron.conley395@example.com,4224 Alexandra Hill,Houston,TX,52583,2022-04-23,Mass,Approved
c00396,Justin,Dunn,1981-12-01,justin.dunn396@example.com,108 William Loop,Los Angeles,CA,69046,2018-08-23,Affluent,Pending
c00397,Russell,Acosta,1980-04-06,russell.acosta397@example.com,9454 Kayla Brook,Philadelphia,PA,95192,2021-05-16,Mass,Approved
c00398,Bethany,Rose,1964-01-03,bethany.rose398@example.com,722 Williams Mall,Philadelphia,PA,36017,2017-04-27,Mass,Approved
c00399,Diana,Rodriguez,1997-11-04,diana.rodriguez399@example.com,9779 Peterson Well Apt. 321,Atlanta,GA,32672,2024-12-08,Mass,Approved
c00400,Steven,Roberts,1982-04-30,steven.roberts400@example.com,168 Adam Crescent Apt. 277,Atlanta,GA,76125,2019-03-26,Mass,Approved
c00401,Scott,Turner,1995-09-06,scott.turner401@example.com,974 Vazquez Spurs Suite 412,Portland,OR,10581,2018-06-29,Mass,Approved
c00402,Jason,Williams,1988-05-09,jason.williams402@example.com,31030 Timothy Drive,Houston,TX,60977,2017-08-30,Mass Affluent,Approved
c00403,Thomas,Barnes,1960-07-28,thomas.barnes403@example.com,8314 Hernandez Manors,Atlanta,GA,77132,2023-10-01,Mass Affluent,Approved
c00404,Rachel,Bauer,1982-02-17,rachel.bauer404@example.com,22777 Michelle Prairie,San Francisco,CA,59581,2017-02-18,Mass Affluent,Approved
c00405,Laura,Bryant,1946-02-09,laura.bryant405@example.com,49605 Curtis Vista,Chicago,IL,44555,2021-11-12,Mass Affluent,Approved
c00406,Gene,Rodriguez,1949-06-15,gene.rodriguez406@example.com,7998 Johnson Locks Suite 899,Chicago,IL,84569,2022-03-10,Mass,Approved
c00407,Christopher,Stein,1948-05-12,christopher.stein407@example.com,08069 Tran Grove Suite 717,Detroit,MI,43393,2022-02-27,Mass,Approved
c00408,Zachary,Carlson,1961-02-10,zachary.carlson408@example.com,6024 Taylor Mill Apt. 839,Newark,NJ,73947,2019-11-25,Mass,Approved
c00409,Cynthia,Smith,1952-10-17,cynthia.smith409@example.com,724 Moyer Village Suite 729,Seattle,WA,51772,2019-09-24,Mass,Approved
c00410,Matthew,Robertson,1987-07-02,matthew.robertson410@example.com,1722 Eric Overpass,Boston,MA,12391,2021-03-19,Affluent,Approved
c00411,Loretta,Allen,1975-01-31,loretta.allen411@example.com,7433 Yvette Knolls,New York,NY,57746,2024-06-07,Mass,Approved
c00412,Karen,Thomas,1968-10-14,karen.thomas412@example.com,2280 Matthew Crescent Apt. 183,Miami,FL,14451,2017-02-11,Affluent,Approved
c00413,Emily,Patterson,1949-09-21,emily.patterson413@example.com,5508 Kemp Walk Apt. 077,Atlanta,GA,93786,2023-03-24,Mass,Approved
c00414,Jeffrey,Mendez,1966-06-10,jeffrey.mendez414@example.com,99180 Gary Crest,Newark,NJ,64140,2024-04-02,Mass,Approved
c00415,James,Allen,1952-12-23,james.allen415@example.com,2478 Oconnor Courts,Philadelphia,PA,43482,2020-03-23,Mass,Approved
c00416,Andrew,Butler,1983-07-24,andrew.butler416@example.com,552 Melinda Mill,Phoenix,AZ,53757,2021-09-14,Mass,Approved
c00417,John,Beck,1987-07-02,john.beck417@example.com,37548 Christopher Landing Suite 532,Los Angeles,CA,65726,2020-01-30,Mass,Approved
c00418,Thomas,Miller,1984-03-23,thomas.miller418@example.com,26667 Acevedo Mills Apt. 081,Boston,MA,33416,2018-01-01,Mass,Approved
c00419,Melissa,Villegas,2008-05-04,melissa.villegas419@example.com,5626 Phillip Camp,Charlotte,NC,35955,2024-03-22,Mass,Approved
c00420,Charles,Jones,1978-01-30,charles.jones420@example.com,084 Morales Springs,Detroit,MI,47679,2022-09-24,Affluent,Approved
c00421,Robert,Fox,1973-08-23,robert.fox421@example.com,550 Mccullough Ridge Apt. 673,Portland,OR,33271,2020-11-14,Mass,Approved
c00422,Crystal,Romero,1949-11-20,crystal.romero422@example.com,563 Miller Plain Suite 628,Phoenix,AZ,78211,2018-09-14,Mass,Approved
c00423,James,Mcneil,1961-09-27,james.mcneil423@example.com,18848 Sherman Estate Apt. 089,Dallas,TX,19343,2020-03-14,Mass Affluent,Approved
c00424,Heather,Spencer,1971-01-06,heather.spencer424@example.com,46810 Green Parkways Suite 101,Minneapolis,MN,84395,2021-12-10,Mass,Approved
c00425,Troy,Myers,1943-12-29,troy.myers425@example.com,9075 Linda Prairie Apt. 544,Chicago,IL,41367,2020-02-15,Mass Affluent,Approved
c00426,John,Harrison,1964-10-05,john.harrison426@example.com,683 Mark Prairie,Newark,NJ,60510,2017-03-02,Mass Affluent,Approved
c00427,Diana,Reid,1940-12-31,diana.reid427@example.com,7126 Miller Circle,Los Angeles,CA,24198,2021-03-01,Mass,Approved
c00428,Adam,Zavala,1949-08-19,adam.zavala428@example.com,73715 Chapman Path Suite 497,Portland,OR,44683,2017-12-09,Mass,Approved
c00429,Karen,King,1995-10-13,karen.king429@example.com,7622 Todd Mount Apt. 881,Boston,MA,77913,2018-10-07,Mass,Pending
c00430,Kayla,Smith,2005-11-20,kayla.smith430@example.com,7028 Dorsey Crest,Phoenix,AZ,34362,2022-08-05,Mass Affluent,Approved
c00431,Daniel,Kramer,1974-09-19,daniel.kramer431@example.com,15940 David Inlet Suite 447,Boston,MA,21904,2023-01-03,Mass Affluent,Approved
c00432,Ronald,Cooper,1974-01-02,ronald.cooper432@example.com,29604 Lewis Viaduct,Houston,TX,56972,2018-11-05,Mass Affluent,Approved
c00433,Gregory,Quinn,1986-11-27,gregory.quinn433@example.com,18510 Olson Inlet Suite 567,Seattle,WA,24624,2023-05-06,Mass,Rejected
c00434,Susan,Fuller,1968-08-11,susan.fuller434@example.com,87772 Davis Road,Philadelphia,PA,38327,2022-04-23,Mass,Approved
c00435,April,Ingram,1997-06-17,april.ingram435@example.com,3658 Susan Mills Suite 120,Chicago,IL,50541,2023-02-13,Mass,Approved
c00436,Brent,Moss,1973-07-30,brent.moss436@example.com,181 Stephanie Plains Apt. 983,New York,NY,60768,2020-02-26,Affluent,Approved
c00437,John,Cook,1945-12-20,john.cook437@example.com,018 Suzanne Harbor Apt. 397,Detroit,MI,67543,2022-08-26,Mass,Approved
c00438,Melinda,Williams,1942-06-12,melinda.williams438@example.com,956 Travis Brooks,Los Angeles,CA,70898,2019-09-27,Mass,Approved
c00439,Stephen,Payne,1992-02-06,stephen.payne439@example.com,2608 Reyes Course Apt. 182,Boston,MA,85985,2017-07-12,Mass,Approved
c00440,Laurie,Li,1960-03-17,laurie.li440@example.com,24124 Gregory Circle Suite 200,Charlotte,NC,15947,2018-05-15,Mass Affluent,Approved
c00441,Elizabeth,Thompson,1959-01-14,elizabeth.thompson441@example.com,1526 Scott Views Apt. 033,Portland,OR,42609,2017-06-03,Affluent,Approved
c00442,Vanessa,Maxwell,1976-11-26,vanessa.maxwell442@example.com,8861 Brown Mountain,Miami,FL,10096,2024-10-21,Mass,Approved
c00443,Caitlin,Marshall,1951-10-14,caitlin.marshall443@example.com,70630 Spencer Radial Apt. 382,Newark,NJ,10849,2021-05-12,Mass,Approved
c00444,Stephanie,Dominguez,1971-06-12,stephanie.dominguez444@example.com,671 Krista Divide Suite 823,Detroit,MI,29104,2023-03-30,Mass,Approved
c00445,Patricia,Welch,1990-11-02,patricia.welch445@example.com,700 Woodward River Suite 200,Chicago,IL,63832,2017-08-30,Mass,Approved
c00446,Cheyenne,Cain,1992-06-06,cheyenne.cain446@example.com,9465 Brenda Pass Suite 028,Houston,TX,90506,2019-04-24,Mass,Approved
c00447,Jennifer,Brown,1977-09-23,jennifer.brown447@example.com,1612 Johns Fords,Charlotte,NC,79618,2022-06-10,Mass,Approved
c00448,William,Parsons,1948-01-17,william.parsons448@example.com,547 Sanchez Islands Suite 379,Portland,OR,68166,2020-06-30,Mass,Approved
c00449,Maria,Ellis,1948-02-11,maria.ellis449@example.com,20970 Emily Loop Suite 681,Minneapolis,MN,80034,2020-02-29,Mass,Approved
c00450,Amy,Carter,1993-01-20,amy.carter450@example.com,071 Stanton Lane,Atlanta,GA,25476,2021-01-14,Mass,Approved
c00451,Phyllis,Williams,1996-04-30,phyllis.williams451@example.com,2017 Mayer Mills Apt. 304,San Francisco,CA,85585,2021-03-17,Mass,Approved
c00452,Julia,Gonzalez,1965-04-17,julia.gonzalez452@example.com,19433 Coffey Camp Suite 793,Seattle,WA,90123,2024-07-23,Mass Affluent,Approved
c00453,Thomas,Williams,1996-04-14,thomas.williams453@example.com,61498 Jackson Fields,Chicago,IL,18554,2021-05-20,Mass,Approved
c00454,Jonathon,Mahoney,1943-03-06,jonathon.mahoney454@example.com,92124 Nicole Stream,New York,NY,52296,2022-03-21,Mass Affluent,Approved
c00455,John,Robertson,1989-03-28,john.robertson455@example.com,08948 Smith Meadow Apt. 566,Detroit,MI,84703,2018-06-17,Mass,Rejected
c00456,Dana,Hays,1977-07-01,dana.hays456@example.com,87758 Nicole Fork Apt. 468,Chicago,IL,52848,2018-01-31,Mass,Approved
c00457,Katie,Daniels,2007-08-27,katie.daniels457@example.com,0635 Nicole Valley Apt. 361,Newark,NJ,85642,2019-01-01,Mass,Pending
c00458,Adrienne,King,1947-04-24,adrienne.king458@example.com,25411 Timothy Valley,Dallas,TX,94198,2024-10-02,Mass,Approved
c00459,Courtney,Mullins,1996-10-16,courtney.mullins459@example.com,543 Thomas Junctions,San Francisco,CA,52719,2018-04-11,Mass,Approved
c00460,Joshua,Lee,1991-06-10,joshua.lee460@example.com,8319 Duran Road,Philadelphia,PA,15353,2021-10-31,Mass,Approved
c00461,Chris,Kelly,1960-08-04,chris.kelly461@example.com,110 Nicholas Vista Apt. 207,Phoenix,AZ,40604,2021-09-03,Mass Affluent,Approved
c00462,Justin,Norman,2008-04-19,justin.norman462@example.com,9611 Anita Hill,Boston,MA,29366,2017-06-12,Mass,Approved
c00463,Joseph,Glenn,1970-12-06,joseph.glenn463@example.com,1963 Shawn Mountain Suite 991,Houston,TX,52670,2018-01-25,Mass,Approved
c00464,Luis,Rivera,1964-01-19,luis.rivera464@example.com,078 Matthews Coves Apt. 091,Chicago,IL,62719,2024-08-05,Mass,Approved
c00465,Amber,Martinez,1995-11-20,amber.martinez465@example.com,284 Fisher Stream,Newark,NJ,51750,2022-02-15,Mass,Approved
c00466,Devon,Richardson,1970-03-16,devon.richardson466@example.com,32002 Silva Passage Suite 498,Seattle,WA,27593,2019-01-03,Mass Affluent,Approved
c00467,Jesse,Preston,2007-12-08,jesse.preston467@example.com,74954 Cordova Path,Philadelphia,PA,37104,2020-09-10,Mass Affluent,Approved
c00468,Heather,Paul,1993-02-02,heather.paul468@example.com,38806 Gonzalez Flats,Detroit,MI,71157,2022-12-10,Mass,Approved
c00469,Jasmine,Kline,1956-06-17,jasmine.kline469@example.com,53779 Christian Port,Newark,NJ,12428,2020-10-21,Mass,Approved
c00470,Caleb,Hughes,1995-06-23,caleb.hughes470@example.com,465 Daniel Wells Apt. 730,Seattle,WA,29268,2018-01-27,Mass,Pending
c00471,Rick,Beltran,1980-04-29,rick.beltran471@example.com,379 John Street,Phoenix,AZ,90310,2023-03-20,Mass,Approved
c00472,Amy,Crawford,1964-03-10,amy.crawford472@example.com,636 Margaret Avenue Suite 015,Los Angeles,CA,18924,2019-01-14,Mass Affluent,Approved
c00473,Robert,Jimenez,1988-09-04,robert.jimenez473@example.com,124 Lee Prairie,Detroit,MI,47327,2019-02-16,Mass Affluent,Approved
c00474,Jamie,Glass,1983-05-18,jamie.glass474@example.com,03342 Nicole Stravenue Apt. 583,Chicago,IL,28628,2017-12-02,Mass,Approved
c00475,Robert,Stone,1951-08-20,robert.stone475@example.com,02410 Nicholas Turnpike,Phoenix,AZ,19418,2022-08-15,Mass,Approved
c00476,Rebecca,Owen,1949-10-25,rebecca.owen476@example.com,3473 Pacheco Shore,Houston,TX,48046,2023-04-11,Mass,Approved
c00477,Brandy,Acosta,1954-05-25,brandy.acosta477@example.com,961 Drew Curve,San Francisco,CA,56929,2020-08-15,Mass,Approved
c00478,Heather,Miller,1954-06-02,heather.miller478@example.com,86559 Rowland Gardens,Boston,MA,25852,2020-10-02,Mass,Approved
c00479,Melissa,Morrison,1944-05-20,melissa.morrison479@example.com,938 Clarke Islands,Houston,TX,17001,2021-09-23,Mass,Pending
c00480,Kathy,Short,1964-03-15,kathy.short480@example.com,42897 Jessica Tunnel,Boston,MA,22122,2018-10-09,Affluent,Approved
c00481,Omar,Gardner,1959-06-18,omar.gardner481@example.com,912 Potter Rue Suite 787,Atlanta,GA,68638,2018-08-12,Mass,Approved
c00482,Adam,Morris,1976-12-25,adam.morris482@example.com,5877 Adams Locks,Seattle,WA,87425,2023-01-14,Mass,Approved
c00483,Michael,Miller,1962-05-10,michael.miller483@example.com,33736 Kevin Lane,Atlanta,GA,26226,2018-08-23,Mass,Approved
c00484,Karen,Guerrero,1988-03-22,karen.guerrero484@example.com,4812 Kenneth Path,Houston,TX,38835,2023-02-27,Mass,Approved
c00485,Melissa,Parker,1960-01-09,melissa.parker485@example.com,90789 Simmons Mountain Suite 657,Detroit,MI,40943,2021-09-28,Mass Affluent,Approved
c00486,Stephanie,Morrison,1958-07-11,stephanie.morrison486@example.com,6027 Joseph Club Suite 148,Charlotte,NC,42468,2024-10-13,Mass,Approved
c00487,Robert,Simmons,1998-09-10,robert.simmons487@example.com,3111 Johnson Flats,Atlanta,GA,31987,2022-04-13,Mass Affluent,Approved
c00488,Julie,Norris,2007-05-12,julie.norris488@example.com,54443 Yesenia Terrace Suite 044,Chicago,IL,14974,2017-05-04,Mass Affluent,Approved
c00489,Amy,Bell,1986-07-16,amy.bell489@example.com,6907 Michelle Forks Apt. 373,Houston,TX,57264,2021-06-18,Mass,Approved
c00490,Carrie,Williams,1946-10-28,carrie.williams490@example.com,751 Singleton Meadow Suite 377,Dallas,TX,42163,2019-04-29,Mass,Approved
c00491,Jeffrey,Berg,2005-10-25,jeffrey.berg491@example.com,2924 Vincent Shoals,San Francisco,CA,40803,2024-02-20,Affluent,Approved
c00492,Jeffrey,Gomez,1993-10-10,jeffrey.gomez492@example.com,3666 Nguyen Brooks Apt. 225,San Francisco,CA,33832,2019-12-03,Mass,Approved
c00493,Ryan,Bolton,2002-10-28,ryan.bolton493@example.com,3618 Lopez Coves Suite 974,Houston,TX,93640,2022-01-12,Mass,Approved
c00494,Anthony,Hill,2007-11-02,anthony.hill494@example.com,18209 Johnson Flat,Houston,TX,64943,2019-01-20,Affluent,Approved
c00495,Matthew,Whitney,1999-04-22,matthew.whitney495@example.com,4334 Shawn Land,Miami,FL,47682,2017-08-01,Mass Affluent,Approved
c00496,Erin,Gould,1948-12-22,erin.gould496@example.com,56621 Amanda Neck,Detroit,MI,28485,2020-10-01,Mass,Approved
c00497,Richard,Jones,1999-03-29,richard.jones497@example.com,3234 Meyers Shores,Philadelphia,PA,82101,2024-03-06,Mass,Approved
c00498,Frederick,Walsh,1957-04-29,frederick.walsh498@example.com,99493 Hill Avenue Apt. 716,Charlotte,NC,89952,2021-03-12,Mass,Approved
c00499,Tanner,Cox,1988-09-20,tanner.cox499@example.com,597 Ford Canyon,San Francisco,CA,12908,2024-01-07,Mass Affluent,Approved
c00500,David,Owen,1996-09-07,david.owen500@example.com,7546 Robert Fall,Minneapolis,MN,93669,2021-05-29,Mass,Approved
c00501,Cindy,Shelton,1992-02-16,cindy.shelton501@example.com,6291 Hale Cape Apt. 248,Philadelphia,PA,72947,2024-07-06,Mass,Approved
c00502,Anthony,Cisneros,1986-05-01,anthony.cisneros502@example.com,137 Riddle Plaza Apt. 511,Houston,TX,18984,2019-11-18,Mass,Approved
c00503,Phillip,Thomas,1973-08-18,phillip.thomas503@example.com,7243 Steven Cliffs Suite 656,Seattle,WA,77784,2022-07-09,Affluent,Approved
c00504,Anne,Lawson,1979-08-12,anne.lawson504@example.com,0041 Mark Summit,San Francisco,CA,19666,2023-05-23,Mass Affluent,Approved
c00505,Anthony,Harrington,1958-08-15,anthony.harrington505@example.com,7118 Jennifer Mill Apt. 742,Miami,FL,14577,2024-11-11,Mass,Approved
c00506,Dawn,Johnson,1968-07-07,dawn.johnson506@example.com,91241 Jackson Skyway,Chicago,IL,20379,2017-11-25,Mass,Approved
c00507,Derek,Jones,1971-01-31,derek.jones507@example.com,427 Thompson Station,Minneapolis,MN,51384,2018-04-23,Affluent,Approved
c00508,Steven,Osborne,1983-06-08,steven.osborne508@example.com,837 Mary Valleys,Miami,FL,65761,2018-07-06,Affluent,Approved
c00509,Brent,Diaz,2000-03-12,brent.diaz509@example.com,4709 Brandon Lane,Charlotte,NC,46659,2024-07-15,Mass,Approved
c00510,Nicholas,Reyes,1946-09-05,nicholas.reyes510@example.com,53310 Johnson Bridge,Charlotte,NC,20977,2022-03-17,Mass,Approved
c00511,Jason,Bradley,1975-05-30,jason.bradley511@example.com,13122 Robert Coves Suite 583,San Francisco,CA,27925,2017-03-27,Mass,Pending
c00512,Mark,Jacobs,1959-04-08,mark.jacobs512@example.com,661 Jason Knolls,Houston,TX,86714,2020-05-17,Mass,Approved
c00513,Kathleen,Shelton,2004-01-07,kathleen.shelton513@example.com,06506 Stephen Circles Suite 950,Los Angeles,CA,96636,2023-12-22,Mass,Rejected
c00514,Nicholas,Rush,1965-06-11,nicholas.rush514@example.com,64971 Johnathan Court,San Francisco,CA,77884,2023-11-16,Mass,Pending
c00515,Karen,Watson,2004-12-18,karen.watson515@example.com,625 Cynthia Spurs Suite 715,Seattle,WA,19307,2022-11-24,Mass,Approved
c00516,Marie,Hines,1962-08-08,marie.hines516@example.com,976 Wesley Squares,Newark,NJ,83782,2017-03-24,Mass Affluent,Approved
c00517,Johnny,Berry,1940-07-07,johnny.berry517@example.com,09143 Todd River,San Francisco,CA,72278,2023-08-24,Mass,Approved
c00518,Christopher,Moreno,1992-12-27,christopher.moreno518@example.com,25743 Nicholas Row,New York,NY,57345,2017-10-13,Mass,Approved
c00519,Andrew,Sanders,1990-03-04,andrew.sanders519@example.com,97524 Schneider Trace,Detroit,MI,22891,2019-08-01,Mass,Approved
c00520,Amber,Banks,1990-01-19,amber.banks520@example.com,640 Melanie Isle,Detroit,MI,99700,2017-08-19,Mass,Approved
c00521,Zoe,Wright,1971-07-10,zoe.wright521@example.com,38033 Boyd Falls Suite 017,Charlotte,NC,49834,2018-05-26,Mass,Approved
c00522,Michael,Wilson,1985-07-05,michael.wilson522@example.com,02321 Brittany Village,Philadelphia,PA,13975,2022-05-07,Mass,Approved
c00523,Debra,Fitzgerald,1964-09-15,debra.fitzgerald523@example.com,81674 Jennifer Gardens,New York,NY,28897,2018-05-20,Mass,Approved
c00524,Kimberly,Porter,1944-08-26,kimberly.porter524@example.com,93449 Faulkner Flats Suite 715,Seattle,WA,46113,2023-08-26,Mass,Approved
c00525,Denise,Hughes,1976-09-08,denise.hughes525@example.com,2776 Wolf Viaduct Suite 066,Miami,FL,15609,2022-09-04,Mass Affluent,Approved
c00526,Karen,Hoffman,1955-02-28,karen.hoffman526@example.com,9828 Jonathan Mountain,Atlanta,GA,39154,2023-04-23,Mass,Approved
c00527,Stefanie,Green,1969-07-25,stefanie.green527@example.com,4689 Jones Dale Suite 323,San Francisco,CA,52156,2023-12-09,Mass Affluent,Approved
c00528,James,Green,1954-10-02,james.green528@example.com,85766 Waller Landing,New York,NY,95378,2024-04-13,Mass Affluent,Approved
c00529,Andrew,Griffin,1958-08-10,andrew.griffin529@example.com,4916 Victoria Crossing Suite 923,Seattle,WA,17773,2023-07-03,Mass Affluent,Approved
c00530,Elijah,Davies,1996-09-03,elijah.davies530@example.com,5875 Debra Manors Apt. 370,Portland,OR,61917,2024-01-16,Mass,Approved
c00531,David,Mitchell,1963-04-25,david.mitchell531@example.com,024 Blackburn Drive Suite 399,Chicago,IL,92418,2021-12-17,Mass,Approved
c00532,Elizabeth,Hendricks,1979-08-25,elizabeth.hendricks532@example.com,11669 April Field,New York,NY,82557,2024-06-06,Mass,Approved
c00533,Anne,Henry,1978-11-05,anne.henry533@example.com,64488 Willis Street Suite 119,Newark,NJ,93244,2024-07-06,Mass,Approved
c00534,Jeffery,Martinez,1973-05-08,jeffery.martinez534@example.com,43640 Lisa Alley Apt. 168,Atlanta,GA,25330,2017-02-01,Mass,Approved
c00535,Holly,Farrell,1963-09-21,holly.farrell535@example.com,462 Nicholas Squares Apt. 372,Minneapolis,MN,82120,2024-04-19,Affluent,Approved
c00536,Katie,Hayes,1986-10-05,katie.hayes536@example.com,9323 Karen Valleys,New York,NY,98077,2024-05-29,Mass,Approved
c00537,Gary,Roach,1943-08-22,gary.roach537@example.com,6791 Christopher Corner,Chicago,IL,39342,2024-10-05,Mass Affluent,Approved
c00538,Catherine,Wallace,1947-02-13,catherine.wallace538@example.com,41509 Timothy Spring Apt. 004,New York,NY,54877,2023-12-10,Mass,Approved
c00539,Julie,Miller,1993-08-26,julie.miller539@example.com,901 Alexa Avenue,Minneapolis,MN,57775,2020-10-12,Mass,Approved
c00540,Danny,Fleming,1971-08-07,danny.fleming540@example.com,847 Sherman Rapids Suite 555,Philadelphia,PA,54430,2018-05-22,Mass,Approved
c00541,Lori,Bruce,1948-10-17,lori.bruce541@example.com,56690 Marks Valley Apt. 076,Dallas,TX,36080,2019-02-16,Mass,Approved
c00542,Tami,Flores,1998-09-01,tami.flores542@example.com,91843 Hayes Spur,New York,NY,97379,2020-05-12,Mass,Approved
c00543,Daniel,Reed,1970-05-10,daniel.reed543@example.com,630 Smith Lake Apt. 573,New York,NY,96084,2024-04-27,Mass,Approved
c00544,Anthony,Brown,1940-05-23,anthony.brown544@example.com,9156 Hatfield Walks Apt. 649,Philadelphia,PA,44265,2018-10-23,Mass,Approved
c00545,Larry,Daniels,2005-06-29,larry.daniels545@example.com,289 David Underpass,Seattle,WA,82476,2024-09-14,Mass,Approved
c00546,Erica,Vance,1954-02-07,erica.vance546@example.com,8727 Timothy Plains,Philadelphia,PA,45777,2019-12-16,Mass,Approved
c00547,Susan,York,1987-03-04,susan.york547@example.com,32116 Ethan Islands,Minneapolis,MN,81532,2021-09-23,Affluent,Approved
c00548,Randy,Joseph,1949-04-26,randy.joseph548@example.com,3471 Sandra Roads Suite 153,Minneapolis,MN,62627,2017-12-13,Mass,Rejected
c00549,Jennifer,Ho,1984-07-18,jennifer.ho549@example.com,566 Stokes Fork,Detroit,MI,52315,2022-07-18,Mass,Approved
c00550,Charles,Little,1951-02-27,charles.little550@example.com,41115 Julie Crescent Suite 256,Houston,TX,21524,2019-11-24,Mass,Approved
c00551,Hannah,Leon,2003-10-10,hannah.leon551@example.com,0983 Whitney Island,San Francisco,CA,68913,2021-06-26,Mass,Approved
c00552,Courtney,Hicks,1958-12-24,courtney.hicks552@example.com,289 Daniel Branch Suite 524,Charlotte,NC,38897,2020-10-29,Mass,Approved
c00553,Curtis,Martinez,1984-11-10,curtis.martinez553@example.com,7294 Julie Vista,Los Angeles,CA,29517,2017-06-30,Mass,Approved
c00554,Kendra,Harris,1957-05-16,kendra.harris554@example.com,548 Joshua Vista,Miami,FL,27388,2019-04-21,Affluent,Approved
c00555,Melissa,Taylor,1965-08-19,melissa.taylor555@example.com,374 Brown Valleys Suite 233,San Francisco,CA,98368,2021-09-08,Mass,Approved
c00556,Caroline,Tyler,2001-10-21,caroline.tyler556@example.com,76420 Rogers Springs,Chicago,IL,19295,2021-06-04,Mass,Approved
c00557,David,Johnson,1951-08-09,david.johnson557@example.com,6618 Campbell Fields Suite 125,Phoenix,AZ,81867,2019-05-15,Mass,Approved
c00558,Tonya,Spencer,1967-04-19,tonya.spencer558@example.com,472 Scott Orchard,Portland,OR,87953,2022-03-27,Mass,Pending
c00559,Kimberly,Wood,1961-02-13,kimberly.wood559@example.com,33305 Erika Walks Apt. 662,Phoenix,AZ,12794,2023-08-29,Mass,Approved
c00560,Michael,Lara,1987-11-29,michael.lara560@example.com,57201 Watkins Drive,Portland,OR,63039,2021-04-06,Mass,Approved
c00561,Ross,Arnold,1956-04-08,ross.arnold561@example.com,01367 Watts Extensions Suite 176,Chicago,IL,61966,2024-06-15,Mass,Approved
c00562,Mitchell,Salazar,1984-12-02,mitchell.salazar562@example.com,750 Darryl Crossing Suite 830,Boston,MA,42280,2023-08-24,Mass,Approved
c00563,William,Miller,1988-03-13,william.miller563@example.com,1926 Cooke Squares Suite 492,Chicago,IL,70004,2021-08-21,Mass Affluent,Approved
c00564,Matthew,Parker,1940-06-02,matthew.parker564@example.com,1826 Phillip Viaduct,Newark,NJ,46780,2018-08-20,Mass,Approved
c00565,Melissa,Key,1972-10-08,melissa.key565@example.com,89813 Henry Rapid Apt. 087,Los Angeles,CA,49572,2018-10-03,Mass,Pending
c00566,Lynn,Higgins,1949-05-15,lynn.higgins566@example.com,02932 Anna Vista Apt. 118,Miami,FL,48836,2022-12-01,Mass,Approved
c00567,Daniel,Fox,1955-09-23,daniel.fox567@example.com,8260 Kevin Path Suite 872,Charlotte,NC,82060,2021-08-17,Mass,Approved
c00568,Susan,Hammond,1986-08-02,susan.hammond568@example.com,585 Hailey Shore Apt. 303,Miami,FL,66983,2023-10-10,Mass,Approved
c00569,Cynthia,Morrow,1940-12-23,cynthia.morrow569@example.com,3298 Brittany Harbors,Phoenix,AZ,44114,2018-12-18,Mass,Approved
c00570,Maria,Jones,1987-08-25,maria.jones570@example.com,961 Green Run,Minneapolis,MN,93409,2023-01-12,Affluent,Approved
